CAE_TOWN,CAE_ADDRESS,ADDITIONAL_CPVS,DAY_COS,CAE_NAME,MAIN_CPV_CODE_GPA,CPV,TAL_LOCATION_NUTS,VALUE_EURO_FIN_2,CAE_POSTAL_CODE,DAY_SIN,VALUE_EURO_LOG,CORRECTIONS,VALUE_EURO_FIN_1,NUMBER_AWARDS,LOTS_NUMBER,TYPE_OF_CONTRACT,TARGET_CLASS
9,237,654,0.35769823883312546,21,45233.0,45233141,39,5583132.85,154,0.9338372288229252,15.535260798570757,0,5583132.85,1,1.0,2,2
129,164,135,-0.3171912885891061,285,45210.0,45233221,74,2092003.05,104,0.9483615800121715,14.941040056141881,0,2092003.05,1,1.0,2,2
147,98,109,0.8140460935082175,129,45323.0,45323000,53,228400.89,212,-0.5808002734538013,12.338862031685972,0,228400.89,1,1.0,0,2
103,213,168,0.7266075247685652,275,45453.0,45453100,5,10315186.25,18,-0.6870527672236675,16.14912785749771,0,10315186.25,1,1.0,2,2
3,198,519,-0.9441875088341994,225,45233.0,45233141,0,305121.13,147,-0.3294084822245302,12.62846740166987,0,305121.13,1,1.0,0,1
65,39,287,0.9905324521322229,109,45241.0,45241000,58,10249416.85,223,0.13727877211326478,16.142731466813835,0,10249416.85,1,1.0,2,2
9,237,208,0.8779600847008882,21,45000.0,45000000,39,5162291.48,154,0.47873384011578846,15.45689131786479,0,5162291.48,2,1.0,2,2
3,198,135,0.4975132889071803,225,45000.0,45000000,26,9887337.96,147,-0.8674563547295971,16.106765603694054,0,9887337.96,1,1.0,2,3
14,132,177,0.9523775757303973,28,45214.0,45214200,58,37626552.47,220,-0.3049212246562894,17.44322056842018,0,37626552.47,1,1.0,2,2
106,19,266,0.6254105729852457,229,45000.0,45000000,5,4376139.62,3,-0.780295851070776,15.291677756936943,0,4376139.62,1,1.0,2,2
106,191,247,0.9523775757303974,170,45000.0,45000000,5,131964958.23,26,0.30492122465628907,18.698046984931015,0,131964958.23,1,1.0,2,2
85,56,502,-0.7883050558305253,119,45000.0,45000000,7,30453451.9,45,-0.6152845999633277,17.231709941422075,0,30453451.9,1,1.0,2,1
81,132,135,0.8039279618328208,222,45000.0,45000000,11,12510422.7,78,-0.594726686960764,16.34207275077443,0,12510422.7,1,1.0,2,2
106,183,135,-0.7441039398713607,228,45000.0,45000000,65,40600234.8,21,0.6680638642135335,17.51928443243687,0,40600234.8,1,1.0,2,3
94,241,135,0.5416278206559814,222,45210.0,45000000,70,13003525.53,49,0.8406184056344782,16.3807311501768,0,13003525.53,1,1.0,2,2
147,36,215,0.9523775757303973,266,45000.0,45000000,53,6772597.03,199,-0.3049212246562894,15.728395327550546,0,6772597.03,1,1.0,2,3
9,203,512,-0.4132786077829042,286,45233.0,45233141,78,42551215.45,154,0.9106046300942162,17.56621900129416,0,42551215.45,1,1.0,2,2
124,277,541,-0.18399835165768005,138,45000.0,45000000,66,6689780.515000001,35,0.9829265519799822,15.774908221189154,0,6689780.515000001,1,1.0,2,2
30,216,534,-0.9123747579707273,56,45231.0,45231300,72,5903594.3,54,0.4093559588156213,15.591072096165043,0,5903594.3,1,1.0,2,2
7,237,655,0.004303538296244289,23,45233.0,45233141,78,20065164.95,154,0.9999907397361901,16.97736633109064,0,20065164.95,3,3.0,2,2
106,132,135,-0.47495107206704995,222,45233.0,45233223,0,14434743.63,30,0.8800122039735357,16.485148679893936,0,14434743.63,1,5.0,2,2
134,101,624,0.10738134666416309,231,45000.0,45000000,34,4439786.4,115,0.994217906893952,15.871496152193094,0,4439786.4,13,13.0,2,3
71,265,135,-0.7086266782644596,3,45000.0,45000000,0,5168066.83,139,0.705583610107178,15.458009449358443,0,5168066.83,2,2.0,2,2
3,198,519,-0.9192859697186105,227,45233.0,45233141,0,181297.21,147,-0.39359027665646645,12.107898523555757,0,181297.21,1,1.0,0,2
134,101,620,0.10738134666416309,231,45000.0,45000000,34,4439786.4,115,0.994217906893952,15.871496152193094,0,4439786.4,13,13.0,2,2
49,178,135,-0.9937465804361781,18,45000.0,45000000,72,6689780.515000001,71,-0.11165900712169444,15.774908221189154,0,6689780.515000001,1,1.0,2,2
106,206,135,-0.9970011699250151,222,45000.0,45000000,17,4688721.02,1,0.07738647923346301,15.36067061288509,0,4688721.02,1,1.0,2,3
61,221,467,0.869589389346611,235,45262.0,45262410,34,268173.53,126,0.49377555015997715,12.499393278877164,0,268173.53,1,1.0,2,2
98,21,465,-0.973118337233262,241,45212.0,45212212,72,434602.93,42,-0.23030567023061196,12.982190389561556,0,434602.93,1,1.0,2,2
52,224,617,0.5270777086423724,74,45214.0,45214200,77,0.1,164,-0.8498170915275277,0.09531017980432487,0,0.1,1,1.0,2,3
106,19,185,0.3415707691678556,229,45214.0,45214400,58,16749398.54,3,0.9398560579418954,16.633872967234574,0,16749398.54,1,1.0,2,2
87,240,646,0.45207220393230374,281,45210.0,45214200,58,27715637.56,229,-0.8919813464595487,17.13750738080154,0,27715637.56,1,1.0,2,2
106,194,446,0.8140460935082178,222,45000.0,45000000,39,25971316.6,30,0.5808002734538009,17.07250331781593,0,25971316.6,1,1.0,2,2
146,188,586,-0.4597327394521046,270,45331.0,45331000,62,1319618.01,235,-0.888057322629493,14.092853624113369,0,1319618.01,1,1.0,2,2
19,35,290,0.9623090774541487,35,45210.0,45231300,72,4156058.84,87,-0.27195815753410524,15.240078029557656,0,4156058.84,1,1.0,2,3
49,113,563,-0.3657225234972692,95,45453.0,45453100,11,15860417.88,73,-0.9307239310379793,16.579337184919307,0,15860417.88,1,1.0,2,2
110,250,295,0.9158642882672868,188,45214.0,45214100,27,4592397.81,113,-0.4014879892059737,15.33991306207799,0,4592397.81,1,1.0,2,2
134,12,584,0.20931464596304847,197,45210.0,45310000,77,593906.52,116,0.9778483415056568,13.332833778514855,0,593906.52,1,1.0,2,2
134,259,159,0.38963044953078796,249,45212.0,45212000,34,19588434.49,119,0.9209712877166346,16.790449924046484,0,19588434.49,1,1.0,2,3
27,211,578,-0.9599326896597447,41,45210.0,45210000,72,3576594.22,32,0.28023067519921585,15.08992184997038,0,3576594.22,1,1.0,2,4
106,194,26,-0.9690098257244062,222,45221.0,45221241,5,27122920.99,30,0.24702218048093552,17.11588975822671,0,27122920.99,1,1.0,2,2
90,60,135,-0.8190148866680802,76,45000.0,45000000,58,4122783.62,228,-0.5737722679043243,15.232039371663381,0,4122783.62,1,1.0,2,3
81,132,135,-0.5912614448635781,222,45233.0,45233223,0,6426043.66,78,0.8064799463209448,15.675869768524858,0,6426043.66,3,3.0,2,2
147,85,362,0.15855938510313475,243,45215.0,45215100,32,4263483.27,204,0.9873494423939864,15.265597287700416,0,4263483.27,1,1.0,2,2
109,5,577,0.42110087079608916,184,45316.0,45316110,54,223818.15,219,-0.9070138128026362,12.318593638670231,0,223818.15,1,1.0,2,3
85,56,408,-0.8475409228928311,119,45000.0,45000000,7,28630581.56,45,0.5307300481619334,17.169986024754113,0,28630581.56,1,1.0,2,2
94,241,25,-0.7206671495538615,222,45210.0,45221241,70,83280702.49,49,-0.6932812268869771,18.237727429521573,0,83280702.49,1,1.0,2,2
49,178,135,0.05591699010060302,18,45234.0,45234100,5,25944256.32,71,-0.9984354211555643,17.071460845205642,0,25944256.32,1,1.0,2,2
72,261,226,-0.20089055513063528,151,45000.0,45000000,15,24362761.52,140,-0.9796136916454901,17.008566398317118,0,24362761.52,1,1.0,2,2
152,196,630,0.9880226656636976,250,45311.0,45311000,66,3109562.05,253,-0.154308820664281,14.94999277589231,0,3109562.05,1,1.0,2,3
97,95,193,0.3253420847119801,134,45000.0,45000000,59,5683260.34,230,0.9455963874271426,16.003273743830317,0,5683260.34,5,5.0,2,2
49,178,135,-0.993746580436178,18,45230.0,45230000,1,6689780.515000001,71,0.11165900712169512,15.774908221189154,0,6689780.515000001,1,1.0,2,3
3,198,519,-0.9441875088341994,225,45233.0,45233141,0,562542.33,147,-0.3294084822245302,13.24022344120508,0,562542.33,1,1.0,0,2
60,43,365,-0.39754281428255595,304,45210.0,45214100,72,5642111.93,65,0.9175836260593937,15.545769186295551,0,5642111.93,1,1.0,2,2
49,179,521,-0.4288919379124835,95,45233.0,45233251,9,2953916.25,74,0.9033558023246845,14.898642728817181,0,2953916.25,1,1.0,2,2
129,164,507,-0.3171912885891061,285,45210.0,45233200,74,3183732.01,104,0.9483615800121715,14.973564968787281,0,3183732.01,1,1.0,2,2
94,241,450,0.7266075247685652,222,45000.0,45000000,77,22208568.87,49,-0.6870527672236675,16.91598880253221,0,22208568.87,1,1.0,2,2
106,194,135,-0.8382797052177744,222,45000.0,45000000,0,8987986.93,30,0.545240438540651,16.011399569384807,0,8987986.93,2,2.0,2,3
9,237,649,-0.6963762255968722,21,45210.0,45210000,39,0.1,154,0.717676913675962,0.09531017980432487,0,0.1,1,1.0,2,3
49,113,562,0.9821256058680006,95,45214.0,45214200,9,12791120.99,73,0.1882267098432442,16.364261893710626,0,12791120.99,1,1.0,2,3
8,212,135,-0.7441039398713608,143,45221.0,45221200,58,9008679.52,221,-0.6680638642135333,16.01369917268931,0,9008679.52,1,1.0,2,3
94,241,135,0.9668478136052773,222,45000.0,45000000,75,13599791.64,49,-0.2553532951161881,16.42556510353122,0,13599791.64,1,1.0,2,2
106,132,646,0.9962981749346078,81,45231.0,45231510,24,796520.13,154,0.08596479873744647,13.588008936542826,0,796520.13,1,1.0,2,2
105,207,175,0.9927487224577402,163,45214.0,45214210,39,20705778.75,157,-0.12020804489935275,16.845923434238195,0,20705778.75,1,1.0,2,3
2,140,135,0.10738134666416309,5,45111.0,45111250,64,85235.74,248,0.994217906893952,11.353187840525777,0,85235.74,1,1.0,0,1
12,218,152,-0.9259247771938499,26,45000.0,45000000,50,355290.27,207,-0.37770796520396466,12.780693210922,0,355290.27,1,1.0,2,3
123,181,172,-0.33346877891818705,205,45214.0,45214200,34,18129955.03,130,-0.9427611433904206,16.713076157466098,0,18129955.03,1,1.0,2,3
146,247,29,-0.1670516255021195,30,45232.0,45232300,66,2966445.94,234,-0.9859481499638303,14.902875478122759,0,2966445.94,10,10.0,2,2
101,19,135,-0.9837092937736097,201,45210.0,45000000,52,159060711.5,3,0.1797665857255624,18.88479652692495,0,159060711.5,1,1.0,2,2
9,203,77,0.5702422926917867,33,45300.0,45300000,39,2033253.14,154,-0.8214765533024145,14.525148092175971,0,2033253.14,1,1.0,2,2
9,6,483,0.9353679493131483,286,45314.0,45314000,37,4486928.44,152,0.3536761221763716,15.927544285599511,0,4486928.44,7,7.0,2,2
121,34,428,0.7498264012045686,239,45210.0,45000000,77,25946104.91,127,0.6616346182422783,17.200509873766045,0,25946104.91,1,1.0,2,3
143,36,522,-0.99907411510223,266,45233.0,45233251,52,4058635.73,199,-0.04302223300453034,15.216357694402747,0,4058635.73,1,1.0,2,2
3,198,519,-0.9549667548552553,225,45233.0,45233141,0,302162.02,147,-0.2967128192734901,12.618721952041184,0,302162.02,1,1.0,0,2
123,181,171,-0.20089055513063506,206,45331.0,45331000,34,442122.32,130,0.9796136916454901,12.999344126670197,0,442122.32,1,1.0,2,4
81,132,135,0.9880226656636976,222,45000.0,45000000,39,6887526.69,78,0.15430882066428117,15.745222752761904,0,6887526.69,1,1.0,2,4
81,132,135,-0.5772916165517278,222,45000.0,45000000,0,6008801.37,78,-0.8165380514459157,15.745222752761904,0,6008801.37,3,3.0,2,2
106,52,383,-0.9123747579707273,171,45000.0,45000000,70,49196619.21,31,0.4093559588156213,17.711335484184232,0,49196619.21,1,1.0,2,1
167,238,542,-0.4597327394521046,300,45241.0,45241000,82,16143385.81,173,-0.888057322629493,16.59702108106392,0,16143385.81,1,1.0,2,4
38,42,174,0.7025274741691571,58,45210.0,45214220,75,4033105.0,149,0.7116566222817746,15.210047356674007,0,4033105.0,1,1.0,2,4
147,85,173,0.4975132889071803,243,45262.0,45262700,48,1427455.07,204,-0.8674563547295971,14.17140444595821,0,1427455.07,1,1.0,2,2
3,199,135,0.17553149042142777,225,45000.0,45000000,0,4599784.94,147,-0.9844738167520923,15.341520325593939,0,4599784.94,1,1.0,2,3
3,198,55,0.9927487224577402,225,45000.0,45000000,32,11131581.55,147,-0.12020804489935275,16.225296900924775,0,11131581.55,1,1.0,2,4
94,241,135,-0.548842958284719,222,45000.0,45000000,0,285973215.79,49,0.8359254794186372,19.471408716811506,0,285973215.79,1,1.0,2,2
164,271,421,-0.8565509959010036,293,45214.0,45214220,78,13473582.28,166,0.5160623910158528,16.41624153231184,0,13473582.28,1,1.0,2,2
77,14,531,-0.9383773917408641,226,45233.0,45233223,0,761446.42,195,0.3456123126707335,13.542976401001722,0,761446.42,6,1.0,2,2
114,215,303,-0.9549667548552551,198,45112.0,45112723,72,245983.1,55,0.29671281927349075,12.413022178679283,0,245983.1,1,1.0,2,3
149,11,135,0.9413173175128471,222,45000.0,45000000,25,297413992.31,90,0.3375228995941133,19.510635643035396,0,297413992.31,1,1.0,2,2
7,203,539,0.9574851883550389,286,45213.0,45213252,76,5436226.42,154,-0.2884824328806098,15.50859588928683,0,5436226.42,1,1.0,2,2
36,87,496,-0.9690098257244062,53,45232.0,45232340,34,186518.45,125,0.24702218048093552,12.136290802172466,0,186518.45,1,1.0,2,1
106,190,501,-0.6963762255968722,168,45210.0,45233141,70,8170003.51,23,0.717676913675962,17.707739386492534,0,8170003.51,1,1.0,2,4
132,260,430,-0.23449138957041052,217,45215.0,45215213,54,7929719.63,218,-0.9721181966290612,15.88463638640943,0,7929719.63,6,6.0,2,2
123,181,169,-0.20089055513063506,206,45330.0,45330000,34,725733.37,130,0.9796136916454901,13.494945091200716,0,725733.37,1,1.0,2,4
45,113,508,-0.9999629591162655,89,45000.0,45000000,11,13337067.31,73,0.008606996888688698,16.40605780743291,0,13337067.31,1,1.0,2,1
125,105,135,0.0902516100310407,289,45000.0,45000000,18,6015530.61,56,-0.9959189961471792,15.609855284200451,0,6015530.61,1,1.0,2,3
129,164,507,-0.3171912885891061,285,45210.0,45233200,74,2609575.06,104,0.9483615800121715,14.774698336987065,0,2609575.06,1,1.0,2,2
107,23,220,0.9927487224577402,210,45214.0,45214200,17,14955772.24,82,0.1202080448993527,16.52060795315623,0,14955772.24,1,1.0,2,3
49,179,529,-0.45973273945210397,94,45233.0,45233251,9,3501408.21,74,0.8880573226294932,15.068676076853931,0,3501408.21,1,1.0,2,2
106,53,463,0.9946708199115211,252,45216.0,45216200,0,11657402.92,7,0.10310169744743485,16.271452065726294,1,11657402.92,1,1.0,2,3
134,126,434,-0.980469160361632,118,45000.0,45000000,0,30974116.29,122,0.19667288979357647,17.248662487575437,0,30974116.29,1,1.0,2,2
129,44,276,0.9821256058680006,285,45233.0,45233162,26,5745089.98,106,0.1882267098432442,15.56385630551906,0,5745089.98,1,1.0,2,4
49,178,260,0.9821256058680006,19,45234.0,45234100,78,78044664.63,71,0.1882267098432442,18.172791857042327,0,78044664.63,1,1.0,2,3
145,269,97,0.15855938510313475,136,45210.0,45232453,74,3761298.87,110,-0.9873494423939864,15.140275165728491,0,3761298.87,1,1.0,2,2
106,19,135,-0.8900275764346766,229,45000.0,45000000,24,2587756.93,3,-0.455906693508459,14.76630239467952,0,2587756.93,1,1.0,2,2
79,67,152,-0.4288919379124841,112,45000.0,45000000,54,3242511.07,214,-0.9033558023246842,14.9918589176022,0,3242511.07,1,1.0,2,3
151,258,135,-0.99907411510223,141,45210.0,45210000,58,1519146.35,256,-0.04302223300453034,14.233659781481562,0,1519146.35,1,1.0,2,2
134,12,399,0.9226395488404875,197,45233.0,45233120,77,14758985.76,116,-0.38566340624360745,16.507362727083763,0,14758985.76,1,1.0,2,3
125,159,113,-0.8287700871745038,208,45233.0,45233222,19,1843448.95,56,0.5595892624101765,15.622272160335964,0,1843448.95,1,1.0,0,1
106,146,580,-0.9999629591162655,169,45315.0,45315100,70,8349183.43,6,0.008606996888688698,15.937674419002823,0,8349183.43,1,1.0,2,1
106,64,99,-0.9999629591162655,243,45222.0,45222100,82,1537394.35,17,0.008606996888688698,14.24560021130563,0,1537394.35,1,1.0,2,3
152,196,646,0.0902516100310407,250,45211.0,45211340,66,8458169.3,253,-0.9959189961471792,15.950643431595505,0,8458169.3,1,1.0,2,2
106,244,582,0.9623090774541487,253,45342.0,45342000,0,1002825.68,259,-0.27195815753410524,13.818333250416943,0,1002825.68,1,1.0,2,3
51,283,95,-0.8565509959010037,73,45252.0,45252130,62,1939153.5,247,-0.5160623910158526,15.671062316843429,0,1939153.5,1,1.0,2,3
117,204,534,0.5560174366570446,231,45210.0,45231300,77,7103577.12,121,-0.8311706263658079,15.945369117150692,0,7103577.12,1,1.0,2,2
26,93,646,-0.08167639533042288,186,45212.0,45212313,13,9139403.89,76,-0.99665890175417,16.02810583080727,0,9139403.89,1,1.0,2,3
173,46,153,0.9523775757303973,302,45215.0,45215213,32,8907897.47,138,-0.3049212246562894,16.002448909674325,0,8907897.47,1,1.0,2,2
147,102,75,-0.5772916165517272,251,45212.0,45212322,0,605154.04,254,0.8165380514459161,13.313239968645659,0,605154.04,1,1.0,2,2
118,235,31,0.8779600847008883,268,45232.0,45232300,50,1690591.64,216,-0.4787338401157883,14.340589699983518,0,1690591.64,6,6.0,2,2
71,261,41,-0.4288919379124835,151,45100.0,45100000,10,1771078.29,140,0.9033558023246845,14.715603596632294,0,1771078.29,1,1.0,2,3
106,206,135,0.2926003356333479,222,45000.0,45000000,13,5090354.93,1,-0.9562348265919058,15.442858313390353,0,5090354.93,1,1.0,2,3
9,203,13,0.8520775211013093,286,45310.0,45310000,78,2938849.98,154,-0.5234156073655503,14.893529239794349,0,2938849.98,1,1.0,2,3
71,261,226,-0.8820480249558537,151,45000.0,45000000,50,40604602.53,140,0.4711595076738638,19.82197707646084,0,40604602.53,1,1.0,2,3
152,196,453,-0.5343725582809785,250,45000.0,45000000,66,7632588.63,253,-0.8452490573530634,15.847937746725625,0,7632588.63,1,1.0,2,2
106,206,135,-0.9051931898913974,222,45000.0,45000000,7,3753795.88,1,0.42500033996955416,15.138278434997629,0,3753795.88,1,1.0,2,3
172,184,151,0.9574851883550389,148,45214.0,45214000,7,2656941.91,41,-0.2884824328806098,15.123540877811946,0,2656941.91,1,1.0,2,1
158,276,167,-0.5049610547215204,284,45000.0,45000000,7,4417647.37,51,0.8631421280499114,15.301118069482364,0,4417647.37,1,1.0,2,3
9,237,118,-0.9981855344718586,21,45443.0,45443000,39,4069057.97,154,-0.060213277365792774,15.218922319383113,0,4069057.97,1,1.0,2,3
106,146,192,-0.9955213724144752,169,45330.0,45330000,70,8816703.14,6,-0.09453674981719933,15.992158677874995,0,8816703.14,1,1.0,2,2
42,108,240,0.9927487224577402,1,45213.0,45213331,0,44276957.29,68,0.1202080448993527,17.6059749708075,0,44276957.29,1,1.0,2,3
106,163,161,-0.01291029607500882,170,45215.0,45215213,0,40604602.53,14,0.9999166586547379,17.519392005582514,0,40604602.53,1,1.0,2,2
3,201,115,-0.9599326896597447,3,45000.0,45000000,75,1219838.64,148,0.28023067519921585,14.01422996544715,0,1219838.64,1,1.0,2,2
49,174,239,0.09025161003104117,82,45111.0,45111100,24,4749192.12,70,0.995918996147179,15.43563667549003,0,4749192.12,1,1.0,2,2
147,280,135,-0.06450844944931623,29,45000.0,45000000,0,626129.41,202,0.9979171608653922,13.347313951069784,0,626129.41,2,1.0,2,2
0,0,90,-0.6839194216246105,271,45331.0,45331200,72,1343152.42,66,-0.7295575540864876,14.110530705764171,0,1343152.42,1,1.0,2,2
106,194,135,-0.766658819300159,222,45233.0,45233223,0,7529248.72,30,0.6420547132365637,13.608018751529531,0,7529248.72,3,3.0,2,1
134,41,548,0.9469877530760753,42,45220.0,45220000,39,102676595.69,120,0.3212696616923644,18.447094768599058,0,102676595.69,1,1.0,2,3
45,113,271,-0.4132786077829042,89,45210.0,45233310,11,9232196.86,73,0.9106046300942162,16.038207699476093,0,9232196.86,1,1.0,2,2
68,158,10,-0.5631507242749186,276,45310.0,45310000,0,720731.69,99,0.8263541987239096,13.60737020617453,0,720731.69,1,1.0,0,4
81,132,513,-0.8090169943749473,222,45233.0,45233139,0,38373362.98,78,0.5877852522924732,17.46287413051985,0,38373362.98,1,1.0,2,2
125,105,281,0.9927487224577402,289,45233.0,45233100,3,7026144.85,56,-0.12020804489935275,15.765148870203326,0,7026144.85,1,1.0,2,2
130,215,356,0.9927487224577402,216,45000.0,45000000,48,5805201.07,183,0.1202080448993527,15.574264982155144,0,5805201.07,1,1.0,2,2
106,194,509,0.9623090774541487,222,45000.0,45000000,0,12570107.84,30,-0.27195815753410524,16.34683223924016,0,12570107.84,1,1.0,2,3
3,198,135,0.9787400799669153,225,45000.0,45000000,24,3862661.83,147,-0.20510449986861926,15.166867355933876,0,3862661.83,1,1.0,2,2
94,241,135,-0.39754281428255595,222,45000.0,45000000,0,10374536.72,49,0.9175836260593937,16.154865065979905,0,10374536.72,4,4.0,2,3
128,69,385,0.10738134666416309,214,45212.0,45212212,7,45680177.85,37,0.994217906893952,17.637175038584573,0,45680177.85,1,1.0,2,2
104,8,84,-0.6186714032625032,160,45000.0,45000000,53,10563139.15,209,-0.7856498550787144,16.172881154728262,0,10563139.15,5,5.0,2,3
94,241,135,0.6387494220515268,222,45000.0,45000000,82,3274114.71,49,-0.7694148268839381,15.001558378377888,0,3274114.71,1,1.0,2,3
6,112,158,-0.7775971469736269,159,45000.0,45000000,19,345013.39,59,0.6287628145958344,12.75134140528858,0,345013.39,1,1.0,2,2
93,162,131,0.9880226656636976,127,45000.0,45000000,48,282966107.34,187,0.15430882066428117,19.460837689919988,0,282966107.34,1,1.0,2,3
71,261,225,0.7383263540031063,151,45000.0,45000000,10,238277315.63,140,-0.6744436188329457,19.28894574924621,0,238277315.63,1,1.0,2,3
60,43,127,0.7025274741691566,304,45223.0,45223800,72,6395560.5,65,-0.711656622281775,15.671114792111696,0,6395560.5,4,1.0,2,3
170,77,135,0.3737197147904692,299,45210.0,45000000,82,22766416.57,174,-0.9275416835791965,16.94079709452462,0,22766416.57,1,1.0,2,3
117,204,587,-0.8190148866680802,231,45215.0,45215210,77,13204731.93,121,-0.5737722679043243,16.39608587859404,0,13204731.93,15,15.0,2,2
53,26,611,0.9986668162884759,305,45000.0,45000000,17,18985830.21,85,-0.05161966722325418,16.759203533149453,0,18985830.21,7,7.0,2,1
146,217,135,0.07309512989807777,263,45233.0,45233260,0,4197399.86,241,0.9973249731081555,15.249976048834178,0,4197399.86,3,3.0,2,3
159,215,642,-0.34964745525122826,287,45000.0,45000000,48,29926543.37,185,-0.9368813462954315,17.214256416096713,0,29926543.37,1,1.0,2,3
39,246,621,-0.9769384927771817,97,45215.0,45215210,39,2405353.89,156,0.21352091543979612,14.693208014045153,0,2405353.89,1,1.0,2,4
106,63,608,0.9880226656636976,183,45330.0,45330000,0,11784179.21,22,0.15430882066428117,16.28226852977753,0,11784179.21,1,1.0,2,2
9,203,512,0.2428497220959356,286,45210.0,45233141,78,234197.14,154,0.9700639218515071,12.363922788184242,0,234197.14,1,1.0,2,1
101,19,135,0.12447926388678915,201,45210.0,45000000,11,4841723.91,3,0.9922222094179323,15.392781601565915,0,4841723.91,1,1.0,2,2
60,43,312,0.7721565844991641,304,45215.0,45215100,7,0.1,65,-0.6354323008901775,0.09531017980432487,0,0.1,1,1.0,2,1
14,88,640,-0.8900275764346767,28,45000.0,45000000,60,670198.08,220,0.4559066935084588,13.415330081559844,0,670198.08,1,1.0,2,1
72,50,45,-0.9051931898913974,105,45241.0,45241100,32,3891376.23,144,0.42500033996955416,15.174273696637746,0,3891376.23,1,1.0,2,2
3,198,519,-0.9441875088341994,225,45233.0,45233141,0,113258.66,147,-0.3294084822245302,11.637438337720857,0,113258.66,1,1.0,0,2
146,188,609,-0.23449138957041052,270,45331.0,45331200,62,1515462.38,235,-0.9721181966290612,14.231231811545687,0,1515462.38,1,1.0,2,2
73,73,646,0.5981809144059165,107,45214.0,45214100,48,7021350.14,191,0.8013610881746766,15.764466227567473,0,7021350.14,1,1.0,2,3
91,87,135,-0.3171912885891061,126,45215.0,45215214,0,6099893.55,245,0.9483615800121715,15.623782042108873,0,6099893.55,6,6.0,2,3
7,203,249,-0.3975428142825566,286,45210.0,45214220,78,37438684.79,154,-0.9175836260593934,17.438215107194765,0,37438684.79,1,1.0,2,3
23,27,135,-0.6186714032625032,39,45210.0,45300000,77,148377.64,135,-0.7856498550787144,11.907522664045763,0,148377.64,1,1.0,2,3
45,178,472,0.9787400799669153,18,45231.0,45231000,70,6689780.515000001,71,0.2051044998686192,15.774908221189154,0,6689780.515000001,2,1.0,2,3
9,203,243,-0.9599326896597447,33,45000.0,45000000,78,6689780.515000001,154,0.28023067519921585,15.774908221189154,0,6689780.515000001,1,1.0,2,3
106,192,0,0.4054257283599973,174,45261.0,45261215,0,238396.67,27,-0.9141279881853337,12.381695440635639,0,238396.67,1,1.0,2,3
5,170,390,-0.9051931898913974,8,45210.0,45212200,72,20786728.17,36,0.42500033996955416,16.849825320376667,0,20786728.17,1,1.0,2,3
101,19,135,-0.9497178427914317,201,45210.0,45216112,74,21149645.64,3,-0.3131070409358267,16.867133755988387,0,21149645.64,1,1.0,2,3
113,214,494,0.9469877530760753,108,45232.0,45232300,42,724272.63,162,0.3212696616923644,13.49292454195472,0,724272.63,1,1.0,2,1
125,105,282,0.22611568550828803,289,45231.0,45231600,72,8187307.37,56,-0.9741004551724206,16.284219192877774,0,8187307.37,6,1.0,2,4
45,132,612,0.9574851883550393,81,45330.0,45330000,70,11069239.32,154,0.288482432880609,16.21968067721709,0,11069239.32,1,1.0,2,1
116,69,423,0.35769823883312546,128,45214.0,45214210,72,34437633.45,37,-0.9338372288229252,17.354660549044016,0,34437633.45,1,1.0,2,2
134,12,413,0.9962981749346078,197,45000.0,45000000,77,11475657.71,116,0.08596479873744647,16.255738716184908,0,11475657.71,1,1.0,2,2
146,188,68,0.8239230057575536,270,45262.0,45262700,62,531577.57,235,-0.5667017562911184,13.183606292743805,0,531577.57,1,1.0,2,2
45,132,599,0.1755314904214282,81,45261.0,45261420,70,1389804.49,154,0.9844738167520922,14.144674360063226,0,1389804.49,1,1.0,2,3
123,181,8,-0.20089055513063506,206,45000.0,45000000,34,656757.49,130,0.9796136916454901,13.39507163475772,0,656757.49,1,1.0,2,2
85,131,360,-0.09882013873287143,4,45000.0,45000000,72,5731616.6,46,0.9951053111006976,15.561508352515663,0,5731616.6,4,1.0,2,2
123,181,69,-0.20089055513063506,205,45000.0,45000000,35,9978405.11,130,0.9796136916454901,16.115933927116064,0,9978405.11,1,1.0,2,3
90,284,420,-0.8190148866680802,191,45000.0,45000000,58,14921475.73,227,-0.5737722679043243,16.518312124383588,0,14921475.73,1,1.0,2,3
81,132,135,-0.45973273945210397,222,45000.0,45000000,0,9091582.36,78,0.8880573226294932,16.02292457067921,0,9091582.36,5,5.0,2,3
106,206,135,-0.8565509959010036,222,45000.0,45000000,0,28360589.22,1,0.5160623910158528,17.16051107111827,0,28360589.22,8,8.0,2,3
41,270,135,0.8429415373547828,304,45112.0,45112720,7,6772597.03,67,0.5380051715382996,15.728395327550546,0,6772597.03,1,1.0,2,2
35,255,640,-0.7987793728863648,296,45000.0,45000000,39,5087249.14,196,-0.6016240632249227,15.442247994996215,0,5087249.14,1,1.0,2,3
118,235,31,0.8779600847008883,268,45232.0,45232300,50,1690591.64,216,-0.4787338401157883,14.340589699983518,0,1690591.64,6,6.0,2,1
60,43,369,0.7383263540031065,304,45214.0,45214200,7,25377876.58,65,0.6744436188329455,12.444222122653702,0,25377876.58,1,1.0,2,2
9,273,124,0.37371971479046906,138,45210.0,45232100,77,6617355.93,153,0.9275416835791966,15.705206592902568,0,6617355.93,1,1.0,2,3
